date,hour,temperature,altitude,wind,visibility,cloud_cover
17-05-14,11,66.9,30.02,11.5,10,Mostly Clear
17-05-14,12,68,30.02,10.4,10,Partly Cloudy
17-05-14,13,68,30.02,13.8,10,Partly Cloudy
17-05-14,14,68,30.03,10.4,10,Partly Cloudy
17-05-14,15,70,30.02,11.5,10,Mostly Cloudy
17-05-14,16,66.9,30.02,12.7,10,Mostly Cloudy
17-05-14,17,68,30.03,15,10,Partly Cloudy
17-05-14,18,66.9,30.04,8.06,10,Mostly Cloudy
17-05-14,19,66,30.05,12.7,10,Mostly Cloudy
17-05-14,20,64,30.08,10.4,10,Mostly Cloudy
17-05-14,21,63,30.1,8.06,10,Mostly Cloudy
17-05-14,22,61,30.11,9.21,10,Mostly Cloudy
17-05-14,23,59,30.12,9.21,10,Mostly Cloudy
18-05-14,0,57.9,30.12,6.9,10,Mostly Cloudy
18-05-14,1,55,30.12,5.75,10,Partly Cloudy
18-05-14,2,55,30.13,6.9,10,Mostly Clear
18-05-14,3,54,30.13,8.06,10,Mostly Clear
18-05-14,4,53.1,30.15,4.6,10,Partly Cloudy
18-05-14,5,50,30.16,4.6,10,Mostly Clear
18-05-14,6,54,30.18,8.06,10,Mostly Clear
18-05-14,7,55.9,30.2,6.9,10,Mostly Clear
18-05-14,8,57.9,30.2,8.06,10,Clear
18-05-14,9,61,30.19,8.06,10,Mostly Clear
18-05-14,10,63,30.18,8.06,10,Partly Cloudy
18-05-14,11,64,30.17,6.9,10,Mostly Cloudy
18-05-14,12,64.9,30.15,9.21,10,Mostly Cloudy
18-05-14,13,64.9,30.14,11.5,10,Overcast
18-05-14,14,64.9,30.13,9.21,10,Overcast
18-05-14,15,64.9,30.13,13.8,10,Overcast
18-05-14,16,64,30.13,12.7,10,Mostly Cloudy
18-05-14,17,64.9,30.12,9.21,10,Mostly Cloudy
18-05-14,18,66,30.12,13.8,10,Partly Cloudy
18-05-14,19,64,30.13,13.8,10,Partly Cloudy
18-05-14,20,61,30.15,11.5,10,Mostly Clear
18-05-14,21,60.1,30.16,11.5,10,Mostly Clear
18-05-14,22,57.9,30.16,8.06,10,Clear
18-05-14,23,55.9,30.17,9.21,10,Clear
19-05-14,0,55,30.17,8.06,10,Clear
19-05-14,1,53.1,30.17,4.6,10,Clear
19-05-14,2,53.1,30.17,5.75,10,Clear
19-05-14,3,52,30.18,0,10,Clear
19-05-14,4,51.1,30.19,0,10,Clear
19-05-14,5,50,30.21,4.6,10,Clear
19-05-14,6,52,30.22,0,10,Clear
19-05-14,7,55.9,30.22,4.6,10,Clear
19-05-14,8,60.1,30.22,9.21,10,Clear
19-05-14,9,62.1,30.22,9.21,10,Clear
19-05-14,10,64.9,30.19,5.75,10,Mostly Clear
19-05-14,11,68,30.17,15,10,Partly Cloudy
19-05-14,12,71.1,30.14,16.1,10,Partly Cloudy
19-05-14,13,71.1,30.12,12.7,10,Mostly Cloudy
19-05-14,14,73,30.1,11.5,10,Mostly Cloudy
19-05-14,15,71.1,30.08,19.6,10,Mostly Cloudy
19-05-14,16,72,30.07,10.4,10,Mostly Cloudy
19-05-14,17,69.1,30.08,27.6,10,Mostly Cloudy
19-05-14,18,66.9,30.08,12.7,10,Partly Cloudy
19-05-14,19,66.9,30.08,13.8,10,Partly Cloudy
19-05-14,20,64,30.1,10.4,10,Partly Cloudy
19-05-14,21,62.1,30.11,10.4,10,Partly Cloudy
19-05-14,22,61,30.12,8.06,10,Mostly Clear
19-05-14,23,59,30.12,9.21,10,Mostly Clear
20-05-14,0,57.9,30.12,8.06,10,Clear
20-05-14,1,57,30.11,5.75,10,Clear
20-05-14,2,55,30.11,6.9,10,Clear
20-05-14,3,57,30.11,8.06,10,Clear
20-05-14,4,55.9,30.11,5.75,10,Clear
20-05-14,5,55.9,30.13,0,10,Clear
20-05-14,6,59,30.14,3.45,10,Mostly Clear
20-05-14,7,63,30.14,6.9,10,Mostly Clear
20-05-14,8,66.9,30.13,9.21,10,Mostly Clear
20-05-14,9,71.1,30.11,15,10,Mostly Clear
20-05-14,10,73,30.09,11.5,10,Partly Cloudy
20-05-14,11,75,30.07,13.8,10,Partly Cloudy
20-05-14,12,75.9,30.05,9.21,10,Mostly Cloudy
20-05-14,13,77,30.03,9.21,10,Partly Cloudy
20-05-14,14,79,30.01,18.4,10,Mostly Cloudy
20-05-14,15,78.1,29.99,4.6,10,Mostly Cloudy
20-05-14,16,79,29.97,11.5,10,Mostly Cloudy
20-05-14,17,78.1,29.97,9.21,10,Mostly Cloudy
20-05-14,18,75.9,29.97,11.5,10,Mostly Cloudy
20-05-14,19,75,29.97,11.5,10,Mostly Cloudy
20-05-14,20,73.9,29.98,10.4,10,Overcast
20-05-14,21,72,29.99,9.21,10,Overcast
20-05-14,22,71.1,29.98,6.9,10,Overcast
20-05-14,23,69.1,29.99,15,10,Overcast
21-05-14,0,68,30,12.7,10,Overcast
21-05-14,1,66.9,29.99,12.7,10,Overcast
21-05-14,2,66,29.98,8.06,10,Overcast
21-05-14,3,66,29.97,5.75,10,Overcast
21-05-14,4,64.9,29.98,8.06,10,Overcast
21-05-14,5,64.9,29.97,5.75,10,Overcast
21-05-14,6,68,29.97,4.6,10,Mostly Cloudy
21-05-14,7,69.1,29.97,4.6,10,Mostly Cloudy
21-05-14,8,69.1,29.98,5.75,10,Mostly Cloudy
21-05-14,9,69.1,29.98,4.6,10,Mostly Cloudy
21-05-14,10,71.1,29.98,10.4,10,Mostly Cloudy
21-05-14,11,72,29.97,10.4,10,Overcast
21-05-14,12,72,29.95,8.06,10,Overcast
21-05-14,13,73.9,29.94,8.06,10,Overcast
21-05-14,14,73.9,29.93,12.7,10,Overcast
21-05-14,15,73.9,29.92,8.06,10,Mostly Cloudy
21-05-14,16,73,29.91,6.9,10,Overcast
21-05-14,17,73,29.91,8.06,10,Overcast
21-05-14,18,72,29.91,5.75,10,Mostly Cloudy
21-05-14,19,71.1,29.91,4.6,10,Overcast
21-05-14,20,69.1,29.9,0,10,Mostly Cloudy
21-05-14,21,66.9,29.91,4.6,10,Mostly Cloudy
21-05-14,22,66.9,29.91,6.9,10,Mostly Cloudy
21-05-14,23,66,29.89,5.75,10,Mostly Cloudy
22-05-14,0,66,29.88,3.45,10,Overcast
22-05-14,1,64.9,29.88,4.6,10,Mostly Cloudy
22-05-14,2,64.9,29.86,8.06,10,Overcast
22-05-14,3,64,29.86,0,8,Overcast
22-05-14,4,64,29.84,3.45,7,Overcast
22-05-14,5,63,29.84,3.45,4,Overcast
22-05-14,6,62.1,29.84,0,5,Overcast
22-05-14,7,63,29.84,5.75,5,Overcast
22-05-14,8,63,29.85,4.6,6,Overcast
22-05-14,9,62.1,29.85,6.9,7,Overcast
22-05-14,10,63,29.85,5.75,6,Overcast
22-05-14,11,64.9,29.84,3.45,6,Overcast
22-05-14,12,62.1,29.83,6.9,4,Overcast
22-05-14,13,61,29.82,5.75,4,Overcast
22-05-14,14,62.1,29.81,5.75,3,Overcast
22-05-14,15,63,29.81,5.75,3,Overcast
22-05-14,16,64,29.8,9.21,3,Overcast
22-05-14,17,64,29.82,6.9,5,Overcast
22-05-14,18,62.1,29.82,11.5,4,Mostly Cloudy
22-05-14,19,60.1,29.84,9.21,5,Overcast
22-05-14,20,60.1,29.85,4.6,5,Overcast
22-05-14,21,60.1,29.86,4.6,5,Overcast
22-05-14,22,60.1,29.87,0,5,Overcast
22-05-14,23,60.1,29.85,3.45,3,Overcast
23-05-14,0,59,29.84,0,4,Overcast
23-05-14,1,59,29.85,0,4,Overcast
23-05-14,2,60.1,29.84,3.45,4,Overcast
23-05-14,3,61,29.84,0,4,Overcast
23-05-14,4,61,29.84,3.45,4,Overcast
23-05-14,5,60.1,29.85,3.45,3,Overcast
23-05-14,6,61,29.86,5.75,3,Overcast
23-05-14,7,60.1,29.88,4.6,3,Overcast
23-05-14,8,62.1,29.89,3.45,3,Overcast
23-05-14,9,63,29.89,3.45,7,Overcast
23-05-14,10,64.9,29.89,4.6,9,Overcast
23-05-14,11,66,29.89,3.45,10,Overcast
23-05-14,12,68,29.87,6.9,10,Mostly Cloudy
23-05-14,13,66.9,29.87,0,10,Mostly Cloudy
23-05-14,14,66,29.87,4.6,8,Mostly Cloudy
23-05-14,15,63,29.87,5.75,5,Mostly Cloudy
23-05-14,16,64.9,29.86,6.9,8,Mostly Cloudy
23-05-14,17,66,29.85,4.6,10,Mostly Cloudy
23-05-14,18,64,29.86,5.75,10,Mostly Cloudy
23-05-14,19,59,29.9,0,5,Mostly Cloudy
23-05-14,20,59,29.93,0,6,Overcast
23-05-14,21,59,29.95,10.4,5,Overcast
23-05-14,22,57.9,29.94,5.75,5,Overcast
23-05-14,23,59,29.94,9.21,6,Overcast
24-05-14,0,59,29.93,5.75,8,Overcast
24-05-14,1,59,29.93,10.4,10,Overcast
24-05-14,2,57.9,29.93,8.06,10,Overcast
24-05-14,3,57,29.94,5.75,10,Mostly Cloudy
24-05-14,4,57,29.96,0,10,Overcast
24-05-14,5,57.9,29.97,6.9,10,Overcast
24-05-14,6,57.9,29.99,6.9,10,Mostly Cloudy
24-05-14,7,59,30.01,9.21,10,Mostly Cloudy
24-05-14,8,60.1,30.03,11.5,10,Overcast
24-05-14,9,63,30.03,12.7,10,Mostly Cloudy
24-05-14,10,66,30.03,9.21,10,Mostly Cloudy
24-05-14,11,66,30.03,10.4,10,Mostly Cloudy
24-05-14,12,68,30.02,11.5,10,Overcast
24-05-14,13,69.1,30.02,10.4,10,Overcast
24-05-14,14,71.1,30,3.45,10,Mostly Cloudy
24-05-14,15,68,30,6.9,10,Mostly Cloudy
24-05-14,16,61,30.03,8.06,6,Overcast
24-05-14,17,61,30.04,4.6,8,Overcast
24-05-14,18,61,30.05,8.06,10,Mostly Cloudy
24-05-14,19,62.1,30.06,0,10,Mostly Cloudy
24-05-14,20,61,30.07,4.6,10,Partly Cloudy
24-05-14,21,60.1,30.08,0,10,Mostly Cloudy
24-05-14,22,59,30.09,4.6,10,Mostly Cloudy
24-05-14,23,57.9,30.09,4.6,9,Partly Cloudy
25-05-14,0,57,30.09,6.9,9,Partly Cloudy
25-05-14,1,57,30.08,8.06,0.5,Overcast
25-05-14,2,55.9,30.07,6.9,0.5,Overcast
25-05-14,3,55,30.06,4.6,4,Partly Cloudy
25-05-14,4,53.1,30.06,3.45,4,Mostly Clear
25-05-14,5,53.1,30.08,0,6,Mostly Clear
25-05-14,6,55.9,30.09,3.45,10,Mostly Clear
25-05-14,7,61,30.1,0,10,Mostly Clear
25-05-14,8,66,30.11,8.06,10,Mostly Clear
25-05-14,9,70,30.1,6.9,10,Partly Cloudy
25-05-14,10,73,30.11,8.06,10,Partly Cloudy
25-05-14,11,75.9,30.09,4.6,10,Partly Cloudy
25-05-14,12,78.1,30.08,4.6,10,Partly Cloudy
25-05-14,13,79,30.06,6.9,10,Mostly Cloudy
25-05-14,14,80.1,30.04,11.5,10,Mostly Cloudy
25-05-14,15,80.1,30.03,3.45,10,Mostly Cloudy
25-05-14,16,80.1,30.02,9.21,10,Mostly Cloudy
25-05-14,17,80.1,30.01,6.9,10,Mostly Cloudy
25-05-14,18,77,30.01,6.9,10,Mostly Cloudy
25-05-14,19,79,30.03,5.75,10,Mostly Cloudy
25-05-14,20,77,30.04,4.6,10,Mostly Cloudy
25-05-14,21,72,30.06,0,10,Mostly Cloudy
25-05-14,22,73,30.06,3.45,10,Partly Cloudy
25-05-14,23,66,30.06,3.45,10,Mostly Cloudy
26-05-14,0,66,30.05,4.6,10,Mostly Cloudy
26-05-14,1,62.1,30.04,4.6,10,Mostly Cloudy
26-05-14,2,61,30.04,4.6,10,Mostly Cloudy
26-05-14,3,60.1,30.04,3.45,10,Mostly Cloudy
26-05-14,4,63,30.04,5.75,10,Mostly Cloudy
26-05-14,5,64.9,30.05,9.21,10,Overcast
26-05-14,6,66,30.05,12.7,10,Mostly Cloudy
26-05-14,7,68,30.05,11.5,10,Mostly Cloudy
26-05-14,8,73.9,30.05,13.8,10,Mostly Cloudy
26-05-14,9,77,30.04,11.5,10,Partly Cloudy
26-05-14,10,81,30.03,13.8,10,Mostly Cloudy
26-05-14,11,84,30.02,15,10,Mostly Cloudy
26-05-14,12,84.9,29.99,18.4,10,Mostly Cloudy
26-05-14,13,86,29.96,13.8,10,Mostly Cloudy
26-05-14,14,86,29.94,17.3,10,Mostly Cloudy
26-05-14,15,87.1,29.93,18.4,10,Mostly Cloudy
26-05-14,16,86,29.91,12.7,10,Mostly Cloudy
26-05-14,17,84.9,29.89,18.4,10,Mostly Cloudy
26-05-14,18,84,29.89,15,10,Mostly Cloudy
26-05-14,19,82,29.9,12.7,10,Mostly Cloudy
26-05-14,20,80.1,29.9,12.7,10,Mostly Cloudy
26-05-14,21,79,29.91,11.5,10,Mostly Cloudy
26-05-14,22,78.1,29.91,10.4,10,Mostly Cloudy
26-05-14,23,77,29.9,12.7,10,Overcast
27-05-14,0,75,29.89,9.21,10,Overcast
27-05-14,1,75,29.89,10.4,10,Overcast
27-05-14,2,75,29.89,9.21,10,Overcast
27-05-14,3,73,29.89,8.06,10,Overcast
27-05-14,4,71.1,29.89,4.6,10,Mostly Cloudy
27-05-14,5,69.1,29.89,0,10,Mostly Cloudy
27-05-14,6,73,29.9,4.6,10,Mostly Cloudy
27-05-14,7,73.9,29.9,4.6,10,Mostly Cloudy
27-05-14,8,75.9,29.89,4.6,10,Mostly Cloudy
27-05-14,9,81,29.88,4.6,10,Mostly Cloudy
27-05-14,10,84,29.87,4.6,10,Mostly Cloudy
27-05-14,11,84.9,29.86,5.75,10,Mostly Cloudy
27-05-14,12,88,29.84,4.6,10,Mostly Cloudy
27-05-14,13,88,29.82,13.8,10,Mostly Cloudy
27-05-14,14,84,29.81,11.5,10,Mostly Cloudy
27-05-14,15,87.1,29.79,15,10,Mostly Cloudy
27-05-14,16,84.9,29.77,12.7,10,Mostly Cloudy
27-05-14,17,84,29.78,16.1,10,Mostly Cloudy
27-05-14,18,82.9,29.76,17.3,10,Overcast
27-05-14,19,80.1,29.78,18.4,10,Overcast
27-05-14,20,77,29.79,13.8,10,Mostly Cloudy
27-05-14,21,75.9,29.81,10.4,10,Mostly Cloudy
27-05-14,22,75,29.81,9.21,10,Mostly Cloudy
27-05-14,23,73,29.81,8.06,10,Mostly Cloudy
28-05-14,0,72,29.8,9.21,10,Mostly Cloudy
28-05-14,1,69.1,29.8,8.06,10,Overcast
28-05-14,2,66,29.82,8.06,10,Overcast
28-05-14,3,63,29.82,9.21,10,Mostly Cloudy
28-05-14,4,63,29.83,6.9,10,Mostly Cloudy
28-05-14,5,63,29.85,5.75,10,Overcast
28-05-14,6,62.1,29.87,5.75,9,Overcast
28-05-14,7,61,29.89,9.21,9,Overcast
28-05-14,8,60.1,29.91,5.75,8,Overcast
28-05-14,9,59,29.93,5.75,10,Overcast
28-05-14,10,57.9,29.95,8.06,10,Overcast
28-05-14,11,57.9,29.97,8.06,10,Overcast
28-05-14,12,57.9,29.98,8.06,10,Overcast
28-05-14,13,59,30,10.4,10,Overcast
28-05-14,14,61,30.01,11.5,10,Overcast
28-05-14,15,61,30.02,6.9,10,Overcast
28-05-14,16,61,30.04,12.7,10,Overcast
28-05-14,17,60.1,30.06,10.4,10,Overcast
28-05-14,18,57.9,30.08,16.1,10,Overcast
28-05-14,19,57,30.1,10.4,10,Overcast
28-05-14,20,57,30.13,9.21,10,Overcast
28-05-14,21,55.9,30.16,12.7,10,Overcast
28-05-14,22,55.9,30.17,10.4,10,Overcast
28-05-14,23,55.9,30.17,10.4,10,Overcast
29-05-14,0,55,30.18,11.5,10,Overcast
29-05-14,1,54,30.19,9.21,10,Overcast
29-05-14,2,54,30.19,10.4,10,Overcast
29-05-14,3,54,30.19,5.75,10,Overcast
29-05-14,4,53.1,30.2,8.06,10,Overcast
29-05-14,5,53.1,30.2,8.06,10,Mostly Cloudy
29-05-14,6,53.1,30.21,10.4,10,Mostly Cloudy
29-05-14,7,55,30.21,8.06,10,Partly Cloudy
29-05-14,8,55,30.22,8.06,10,Mostly Cloudy
29-05-14,9,57,30.22,9.21,10,Mostly Cloudy
29-05-14,10,57,30.22,8.06,10,Mostly Cloudy
29-05-14,11,60.1,30.23,8.06,10,Partly Cloudy
29-05-14,12,61,30.21,5.75,10,Partly Cloudy
29-05-14,13,63,30.2,5.75,10,Partly Cloudy
29-05-14,14,63,30.2,8.06,10,Partly Cloudy
29-05-14,15,62.1,30.19,10.4,10,Partly Cloudy
29-05-14,16,62.1,30.18,9.21,10,Mostly Cloudy
29-05-14,17,59,30.17,8.06,10,Mostly Cloudy
29-05-14,18,57,30.17,6.9,10,Mostly Cloudy
29-05-14,19,57,30.17,5.75,10,Mostly Cloudy
29-05-14,20,55.9,30.16,5.75,10,Mostly Cloudy
29-05-14,21,57,30.17,3.45,10,Mostly Cloudy
29-05-14,22,55.9,30.17,0,10,Mostly Cloudy
29-05-14,23,57,30.17,0,10,Overcast
30-05-14,0,57,30.15,0,10,Overcast
30-05-14,1,55.9,30.13,3.45,10,Overcast
30-05-14,2,55.9,30.12,0,10,Overcast
30-05-14,3,57,30.12,6.9,10,Overcast
30-05-14,4,57,30.11,0,10,Mostly Cloudy
30-05-14,5,55.9,30.1,3.45,10,Mostly Cloudy
30-05-14,6,59,30.1,0,10,Mostly Cloudy
30-05-14,7,61,30.11,3.45,10,Mostly Cloudy
30-05-14,8,63,30.11,4.6,10,Partly Cloudy
30-05-14,9,66,30.09,0,10,Partly Cloudy
30-05-14,10,70,30.08,0,10,Partly Cloudy
30-05-14,11,70,30.07,4.6,10,Mostly Cloudy
30-05-14,12,71.1,30.06,4.6,10,Mostly Cloudy
30-05-14,13,73,30.05,5.75,10,Mostly Cloudy
30-05-14,14,73,30.04,8.06,10,Mostly Cloudy
30-05-14,15,75,30.02,4.6,10,Mostly Cloudy
30-05-14,16,73.9,30,9.21,10,Mostly Cloudy
30-05-14,17,73,29.98,9.21,10,Partly Cloudy
30-05-14,18,73.9,29.97,9.21,10,Partly Cloudy
30-05-14,19,70,30,23,10,Mostly Cloudy
30-05-14,20,66,30.02,10.4,10,Mostly Cloudy
30-05-14,21,64.9,30.06,10.4,10,Mostly Cloudy
30-05-14,22,64,30.06,11.5,10,Partly Cloudy
30-05-14,23,63,30.08,12.7,10,Mostly Clear
31-05-14,0,61,30.08,11.5,10,Clear
31-05-14,1,61,30.08,12.7,10,Clear
31-05-14,2,60.1,30.08,9.21,10,Clear
31-05-14,3,59,30.08,11.5,10,Clear
31-05-14,4,59,30.09,13.8,10,Clear
31-05-14,5,59,30.11,12.7,10,Mostly Clear
31-05-14,6,61,30.12,16.1,10,Mostly Clear
31-05-14,7,63,30.14,12.7,10,Mostly Clear
31-05-14,8,64.9,30.15,13.8,10,Mostly Clear
31-05-14,9,68,30.14,20.7,10,Mostly Clear
31-05-14,10,70,30.15,21.9,10,Mostly Clear
31-05-14,11,71.1,30.16,24.2,10,Mostly Clear
31-05-14,12,73,30.16,21.9,10,Mostly Clear
31-05-14,13,72,30.16,13.8,10,Partly Cloudy
31-05-14,14,72,30.17,12.7,10,Mostly Cloudy
31-05-14,15,70,30.19,12.7,10,Mostly Cloudy
31-05-14,16,69.1,30.19,8.06,10,Mostly Cloudy
31-05-14,17,70,30.19,8.06,10,Partly Cloudy
31-05-14,18,71.1,30.2,11.5,10,Partly Cloudy
31-05-14,19,64,30.23,9.21,10,Mostly Cloudy
31-05-14,20,61,30.25,8.06,10,Mostly Cloudy
31-05-14,21,60.1,30.28,4.6,10,Mostly Cloudy
31-05-14,22,60.1,30.29,6.9,10,Mostly Cloudy
31-05-14,23,60.1,30.29,5.75,10,Mostly Cloudy
01-06-14,0,59,30.31,0,10,Mostly Clear
01-06-14,1,57,30.32,3.45,10,Mostly Clear
01-06-14,2,57,30.33,3.45,10,Partly Cloudy
01-06-14,3,55.9,30.33,5.75,10,Mostly Clear
01-06-14,4,55,30.34,5.75,10,Mostly Clear
01-06-14,5,55,30.35,0,10,Mostly Clear
01-06-14,6,57.9,30.35,0,10,Mostly Clear
01-06-14,7,61,30.36,0,10,Mostly Clear
01-06-14,8,66.9,30.37,3.45,10,Mostly Clear
01-06-14,9,68,30.35,0,10,Partly Cloudy
01-06-14,10,70,30.35,4.6,10,Partly Cloudy
01-06-14,11,72,30.34,0,10,Mostly Cloudy
01-06-14,12,73,30.33,3.45,10,Mostly Cloudy
01-06-14,13,75,30.31,9.21,10,Mostly Cloudy
01-06-14,14,75.9,30.29,10.4,10,Mostly Cloudy
01-06-14,15,75.9,30.28,10.4,10,Mostly Cloudy
01-06-14,16,75,30.27,10.4,10,Mostly Cloudy
01-06-14,17,73.9,30.26,12.7,10,Mostly Cloudy
01-06-14,18,72,30.26,12.7,10,Partly Cloudy
01-06-14,19,70,30.26,10.4,10,Partly Cloudy
01-06-14,20,68,30.26,5.75,10,Partly Cloudy
01-06-14,21,66.9,30.27,6.9,10,Partly Cloudy
01-06-14,22,64.9,30.27,6.9,10,Mostly Clear
01-06-14,23,63,30.27,10.4,10,Clear
02-06-14,0,63,30.27,8.06,10,Clear
02-06-14,1,61,30.27,9.21,10,Clear
02-06-14,2,59,30.26,6.9,10,Clear
02-06-14,3,55,30.26,4.6,10,Clear
02-06-14,4,54,30.25,5.75,10,Mostly Clear
02-06-14,5,53.1,30.24,5.75,10,Partly Cloudy
02-06-14,6,60.1,30.24,5.75,10,Partly Cloudy
02-06-14,7,64,30.24,5.75,10,Partly Cloudy
02-06-14,8,69.1,30.24,9.21,10,Partly Cloudy
02-06-14,9,72,30.22,9.21,10,Partly Cloudy
02-06-14,10,75,30.2,10.4,10,Partly Cloudy
02-06-14,11,77,30.18,8.06,10,Partly Cloudy
02-06-14,12,80.1,30.15,10.4,10,Partly Cloudy
02-06-14,13,80.1,30.12,12.7,10,Mostly Clear
02-06-14,14,82.9,30.1,13.8,10,Partly Cloudy
02-06-14,15,82.9,30.07,11.5,10,Mostly Clear
02-06-14,16,82.9,30.05,10.4,10,Mostly Clear
02-06-14,17,82,30.03,10.4,10,Mostly Clear
02-06-14,18,81,30.02,10.4,10,Mostly Clear
02-06-14,19,79,30.02,13.8,10,Mostly Clear
02-06-14,20,77,30.02,11.5,10,Mostly Clear
02-06-14,21,75,30.03,9.21,10,Mostly Clear
02-06-14,22,73,30.03,10.4,10,Mostly Clear
02-06-14,23,72,30.03,11.5,10,Mostly Clear
03-06-14,0,68,30.03,5.75,10,Mostly Clear
03-06-14,1,69.1,30.02,6.9,10,Mostly Clear
03-06-14,2,66,30,5.75,10,Mostly Clear
03-06-14,3,64,30,6.9,10,Mostly Clear
03-06-14,4,64.9,29.99,6.9,10,Partly Cloudy
03-06-14,5,64.9,29.99,8.06,10,Partly Cloudy
03-06-14,6,66.9,29.99,5.75,10,Mostly Clear
03-06-14,7,70,29.97,5.75,10,Partly Cloudy
03-06-14,8,73.9,29.96,5.75,10,Mostly Clear
03-06-14,9,79,29.95,0,10,Mostly Clear
03-06-14,10,81,29.94,0,10,Partly Cloudy
03-06-14,11,82,29.93,6.9,10,Partly Cloudy
03-06-14,12,86,29.9,8.06,10,Partly Cloudy
03-06-14,13,86,29.87,9.21,10,Mostly Cloudy
03-06-14,14,82.9,29.85,13.8,10,Mostly Cloudy
03-06-14,15,82.9,29.83,16.1,10,Mostly Cloudy
03-06-14,16,84,29.81,11.5,10,Mostly Cloudy
03-06-14,17,72,29.86,8.06,8,Mostly Cloudy
03-06-14,18,71.1,29.84,0,10,Mostly Cloudy
03-06-14,19,71.1,29.83,3.45,10,Mostly Cloudy
03-06-14,20,73,29.82,3.45,10,Mostly Cloudy
03-06-14,21,73,29.83,0,10,Mostly Cloudy
03-06-14,22,70,29.84,6.9,10,Mostly Cloudy
03-06-14,23,68,29.83,6.9,10,Partly Cloudy
04-06-14,0,68,29.82,3.45,8,Mostly Cloudy
04-06-14,1,66.9,29.82,20.7,8,Overcast
04-06-14,2,64.9,29.79,4.6,8,Overcast
04-06-14,3,66.9,29.79,0,10,Partly Cloudy
04-06-14,4,66,29.81,3.45,9,Partly Cloudy
04-06-14,5,66,29.82,3.45,3,Partly Cloudy
04-06-14,6,66.9,29.83,8.06,3,Mostly Cloudy
04-06-14,7,66,29.84,8.06,6,Overcast
04-06-14,8,68,29.85,10.4,6,Overcast
04-06-14,9,71.1,29.85,8.06,10,Mostly Cloudy
04-06-14,10,75,29.84,9.21,10,Mostly Cloudy
04-06-14,11,75.9,29.83,3.45,10,Mostly Cloudy
04-06-14,12,78.1,29.81,0,10,Mostly Cloudy
04-06-14,13,82.9,29.78,0,10,Mostly Cloudy
04-06-14,14,82,29.76,4.6,10,Mostly Cloudy
04-06-14,15,80.1,29.75,9.21,10,Mostly Cloudy
04-06-14,16,80.1,29.75,9.21,10,Overcast
04-06-14,17,78.1,29.74,8.06,10,Overcast
04-06-14,18,77,29.74,6.9,10,Overcast
04-06-14,19,75,29.74,6.9,10,Overcast
04-06-14,20,73.9,29.75,3.45,10,Overcast
04-06-14,21,75,29.77,3.45,10,Overcast
04-06-14,22,73.9,29.77,9.21,10,Overcast
04-06-14,23,73,29.76,0,10,Overcast
05-06-14,0,71.1,29.74,0,9,Overcast
05-06-14,1,69.1,29.74,5.75,9,Mostly Cloudy
05-06-14,2,66.9,29.71,0,7,Overcast
05-06-14,3,66,29.69,9.21,7,Overcast
05-06-14,4,66.9,29.67,5.75,7,Overcast
05-06-14,5,64.9,29.7,5.75,4,Overcast
05-06-14,6,63,29.68,6.9,2.5,Overcast
05-06-14,7,64.9,29.65,16.1,6,Overcast
05-06-14,8,63,29.66,13.8,2,Overcast
05-06-14,9,63,29.65,17.3,6,Overcast
05-06-14,10,63,29.66,13.8,10,Overcast
05-06-14,11,64.9,29.66,16.1,10,Overcast
05-06-14,12,69.1,29.66,15,10,Overcast
05-06-14,13,72,29.66,16.1,10,Mostly Cloudy
05-06-14,14,73.9,29.66,13.8,10,Mostly Cloudy
05-06-14,15,75.9,29.66,11.5,10,Partly Cloudy
05-06-14,16,75,29.66,12.7,10,Mostly Cloudy
05-06-14,17,77,29.68,13.8,10,Mostly Cloudy
05-06-14,18,78.1,29.69,12.7,10,Partly Cloudy
05-06-14,19,75,29.71,13.8,10,Partly Cloudy
05-06-14,20,72,29.74,13.8,10,Partly Cloudy
05-06-14,21,70,29.77,15,10,Partly Cloudy
05-06-14,22,69.1,29.79,13.8,10,Mostly Cloudy
05-06-14,23,66.9,29.81,15,10,Mostly Cloudy
06-06-14,0,64.9,29.8,17.3,10,Mostly Cloudy
06-06-14,1,64,29.8,8.05,10,Partly Cloudy
06-06-14,2,63,29.81,6.9,10,Mostly Cloudy
06-06-14,3,64,29.8,10.4,10,Overcast
06-06-14,4,63,29.81,8.06,10,Mostly Cloudy
06-06-14,5,62.1,29.85,10.4,10,Partly Cloudy
06-06-14,6,62.1,29.86,11.5,10,Partly Cloudy
06-06-14,7,63,29.88,16.1,10,Partly Cloudy
06-06-14,8,66,29.89,16.1,10,Partly Cloudy
06-06-14,9,68,29.88,15,10,Partly Cloudy
06-06-14,10,69.1,29.88,12.7,10,Partly Cloudy
06-06-14,11,70,29.89,12.7,10,Mostly Cloudy
06-06-14,12,72,29.88,11.5,10,Mostly Cloudy
06-06-14,13,73.9,29.88,16.1,10,Mostly Cloudy
06-06-14,14,75,29.87,15,10,Mostly Cloudy
06-06-14,15,77,29.87,16.1,10,Mostly Cloudy
06-06-14,16,77,29.86,13.8,10,Mostly Cloudy
06-06-14,17,75.9,29.87,17.3,10,Partly Cloudy
06-06-14,18,75,29.89,13.8,10,Partly Cloudy
06-06-14,19,73.9,29.9,10.4,10,Partly Cloudy
06-06-14,20,72,29.92,9.21,10,Partly Cloudy
06-06-14,21,70,29.93,8.06,10,Partly Cloudy
